,,,,,Total Domestic Residual Waste Generation and Disposal (tonnes),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kerbside Waste Bin,,,,Kerbside,,,Drop Off,,,,,,,Clean Up,,,,,,,Total Disposed to Landfill,,Total Waste,,,,
LGA Code,LGA Name,Region Type,Council Name,Regional Groups,Collected,Recycled,Disposed,,Recycling Bin Disposed,Organics Bin Disposed,,Recycling Disposed,Organics Disposed,,Waste Collected,Waste Recycled,Waste Disposed,,Recycling Disposed,Organics Disposed,,Waste Collected,Waste Recycled,Waste Disposed,,,,Collected,Recycled,Waste Disposed,Recycling  Disposed,Organics Disposed
16350,Penrith,C,WSROC,SMA," 32,054 ", -   ," 32,054 ",," 1,377 ", -   ,, -   , -   ,, -   , -   , -   ,, -   , 1 ,," 8,727 ", -   ," 8,727 ",," 42,158 ",," 40,781 ", -   ," 40,781 "," 1,377 ", 1 
16380,Port Macquarie-Hastings,A,MidWaste,RRA," 11,065 ",," 11,065 ",," 1,463 ", -   ,, -   , -   ,," 9,875 ", 521 ," 9,354 ",, -   , -   ,, 88 , -   , 88 ,," 21,970 ",," 21,028 ", 521 ," 20,507 "," 1,463 ", -   
16400,Port Stephens,A,Hunter,ERA," 25,859 "," 7,907 "," 17,952 ",, 544 , -   ,, -   , -   ,," 5,230 ", 67 ," 5,163 ",, -   , -   ,," 1,167 ", -   ," 1,167 ",," 24,826 ",," 32,256 "," 7,974 "," 24,282 ", 544 , -   
16490,Queanbeyan-Palerang Regional,A,CRJO,Rest of NSW," 10,796 ",," 10,796 ",, 297 , 11 ,, 131 , 792 ,," 8,278 ", 381 ," 7,897 ",, -   , -   ,, 363 , -   , 363 ,," 20,287 ",," 19,437 ", 381 ," 19,056 ", 428 , 803 
16550,Randwick,C,SSROC,SMA," 27,476 "," 7,584 "," 19,892 ",," 1,576 ", 193 ,, -   , -   ,, 40 , 40 , -   ,," 1,141 ", -   ,," 3,953 ", -   ," 3,953 ",," 26,755 ",," 31,469 "," 7,624 "," 23,845 "," 2,717 ", 193 
16610,Richmond Valley,A,NEWF,RRA," 3,517 ", -   ," 3,517 ",, 58 , -   ,, -   , -   ,," 1,762 ", 173 ," 1,589 ",, -   , -   ,, -   , -   , -   ,," 5,164 ",," 5,279 ", 173 ," 5,106 ", 58 , -   
16700,Ryde,C,NSROC,SMA," 24,487 ",," 24,487 ",, 626 , 121 ,, -   , -   ,, 175 , 175 , -   ,, -   , -   ,," 4,612 "," 1,338 "," 3,275 ",," 28,509 ",," 29,275 "," 1,513 "," 27,762 ", 626 , 121 
16900,Shellharbour,C,ISJO,ERA," 12,911 ",," 12,911 ",, 457 , -   ,, -   , -   ,," 5,137 ", 107 ," 5,030 ",, -   , -   ,, 166 , -   , 166 ,," 18,564 ",," 18,215 ", 107 ," 18,107 ", 457 , -   
16950,Shoalhaven,C,ISJO,ERA," 27,722 ",," 27,722 ",," 1,496 ", -   ,, -   , -   ,," 5,779 ", 458 ," 5,321 ",, -   , -   ,," 7,382 ", 529 ," 6,854 ",," 41,393 ",," 40,883 ", 987 ," 39,897 "," 1,496 ", -   
17000,Singleton,A,Hunter,RRA," 5,671 ",," 5,671 ",, 46 , 28 ,, -   , -   ,," 1,111 ", 51 ," 1,060 ",, -   , -   ,, 505 , -   , 505 ,," 7,311 ",," 7,287 ", 51 ," 7,236 ", 46 , 28 
17040,Snowy Monaro Regional,A,CRJO,Rest of NSW," 3,205 ",," 3,205 ",, 55 , -   ,, -   , -   ,," 1,556 ", 45 ," 1,510 ",, -   , -   ,, -   , -   , -   ,," 4,770 ",," 4,760 ", 45 ," 4,715 ", 55 , -   
17080,Snowy Valleys,A,CRJO,Rest of NSW," 4,360 ",," 4,360 ",, 150 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,," 4,510 ",," 4,360 ", -   ," 4,360 ", 150 , -   
17100,Strathfield,A,,SMA," 9,809 ",," 9,809 ",, 196 , -   ,, -   , -   ,, 20 , 20 , -   ,, -   , -   ,," 1,028 ", 823 , 205 ,," 10,210 ",," 10,857 ", 843 ," 10,014 ", 196 , -   
17150,Sutherland Shire,A,SSROC,SMA," 48,664 ",," 48,664 ",," 2,189 ", -   ,, -   , -   ,, 185 , 185 , 0 ,, -   , -   ,," 11,331 ", -   ," 11,331 ",," 62,184 ",," 60,180 ", 185 ," 59,995 "," 2,189 ", -   
17200,Sydney,C,SSROC,SMA," 45,249 "," 12,556 "," 32,693 ",," 1,181 ", 83 ,, 2 , -   ,, -   , -   , -   ,, 297 , -   ,," 3,643 ", 422 ," 3,221 ",," 37,477 ",," 48,892 "," 12,978 "," 35,914 "," 1,480 ", 83 
17310,Tamworth Regional,A,NIRW,Rest of NSW," 14,280 ",," 14,280 ",, 551 , 192 ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 591 , 5 , 586 ,," 15,609 ",," 14,871 ", 5 ," 14,866 ", 551 , 192 
17350,Temora,A,REROC,Rest of NSW," 2,400 ",," 2,400 ",, -   , -   ,, -   , -   ,, 390 , 385 , 5 ,, -   , -   ,, 15 , -   , 15 ,," 2,420 ",," 2,805 ", 385 ," 2,420 ", -   , -   
17400,Tenterfield,A,NIRW,Rest of NSW," 1,642 ",," 1,642 ",, 15 , -   ,, -   , -   ,," 1,667 ", 1 ," 1,666 ",, -   , -   ,, -   , -   , -   ,," 3,323 ",," 3,309 ", 1 ," 3,308 ", 15 , -   
17420,The Hills Shire,A,WSROC,SMA," 38,634 ",," 38,634 ",, 869 , 470 ,, -   , -   ,, 88 , 88 , -   ,, 989 , -   ,," 5,654 ", -   ," 5,654 ",," 46,616 ",," 44,376 ", 88 ," 44,288 "," 1,859 ", 470 
17550,Tweed,A,NEWF,RRA," 15,426 ",," 15,426 ",, 638 , -   ,, -   , -   ,," 7,354 "," 6,190 "," 1,164 ",, 51 , -   ,," 1,092 ", -   ," 1,092 ",," 18,371 ",," 23,872 "," 6,190 "," 17,682 ", 689 , -   
17620,Upper Hunter Shire,A,Hunter,RRA," 3,481 ",," 3,481 ",, 33 , -   ,, -   , -   ,," 8,716 "," 1,735 "," 6,981 ",, -   , -   ,, 186 , -   , 186 ,," 10,680 ",," 12,383 "," 1,735 "," 10,647 ", 33 , -   
17640,Upper Lachlan Shire,A,CRJO,Rest of NSW," 2,751 ",," 2,751 ",, 40 , -   ,, -   , -   ,, 244 , -   , 244 ,, -   , -   ,, -   , -   , -   ,," 3,035 ",," 2,995 ", -   ," 2,995 ", 40 , -   
17650,Uralla,A,NIRW,Rest of NSW," 1,100 ",," 1,100 ",, 50 , 15 ,, -   , -   ,, 635 , 20 , 615 ,, -   , -   ,, -   , -   , -   ,," 1,780 ",," 1,735 ", 20 ," 1,715 ", 50 , 15 
17750,Wagga Wagga,C,REROC,Rest of NSW," 7,360 ",," 7,360 ",, 624 , -   ,,-668 , 66 ,," 7,461 ", 263 ," 7,198 ",, -   , -   ,, 102 , -   , 102 ,," 14,682 ",," 14,923 ", 263 ," 14,660 ",-44 , 66 
17850,Walcha,A,NIRW,Rest of NSW, 416 ,, 416 ,, 34 , 91 ,, -   , -   ,, 437 , 3 , 434 ,, -   , -   ,, -   , -   , -   ,, 974 ,, 852 , 3 , 850 , 34 , 91 
17900,Walgett,A,NetWaste,Rest of NSW," 1,500 ",," 1,500 ",, -   , -   ,, -   , -   ,," 1,660 ", -   ," 1,660 ",, -   , -   ,, -   , -   , -   ,," 3,160 ",," 3,160 ", -   ," 3,160 ", -   , -   
17950,Warren,A,NetWaste,Rest of NSW, 740 ,, 740 ,, -   , -   ,, 11 , 400 ,," 1,390 ", -   ," 1,390 ",, -   , -   ,, -   , -   , -   ,," 2,541 ",," 2,130 ", -   ," 2,130 ", 11 , 400 
18020,Warrumbungle Shire,A,NetWaste,Rest of NSW," 3,796 ",," 3,796 ",, 18 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,," 3,814 ",," 3,796 ", -   ," 3,796 ", 18 , -   
18050,Waverley,A,SSROC,SMA," 14,362 "," 7,181 "," 7,181 ",, 387 , -   ,, -   , -   ,, -   , -   , -   ,, 949 , -   ,, 966 , 174 , 792 ,," 9,310 ",," 15,328 "," 7,355 "," 7,973 "," 1,337 ", -   
18100,Weddin,A,NetWaste,Rest of NSW, 595 ,, 595 ,, 6 , -   ,, 1 , 419 ,, 763 , 1 , 762 ,, -   , -   ,, -   , -   , -   ,," 1,784 ",," 1,358 ", 1 ," 1,357 ", 8 , 419 
18200,Wentworth,A,RAMJO Murray,Rest of NSW," 1,909 ",," 1,909 ",, -   , -   ,, 100 , 58 ,," 1,518 ", 4 ," 1,514 ",, -   , -   ,, -   , -   , -   ,," 3,580 ",," 3,427 ", 4 ," 3,423 ", 100 , 58 
18250,Willoughby,C,NSROC,SMA," 14,976 ", 608 ," 14,368 ",, 466 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 2,406 ", -   ," 2,406 ",," 17,240 ",," 17,382 ", 608 ," 16,774 ", 466 , -   
18350,Wingecarribee,A,CRJO,ERA," 7,725 ", 67 ," 7,658 ",, 778 , 188 ,, 17 , 106 ,," 7,161 "," 4,705 "," 2,456 ",, 2 , -   ,, 91 , 89 , 2 ,," 11,207 ",," 14,977 "," 4,861 "," 10,116 ", 797 , 294 
18400,Wollondilly,A,MACROC,RRA," 9,630 ",," 9,630 ",, 235 , -   ,, -   , -   ,," 15,077 ", 107 ," 14,970 ",, -   , -   ,," 2,206 ", -   ," 2,206 ",," 27,040 ",," 26,912 ", 107 ," 26,805 ", 235 , -   
18450,Wollongong,C,ISJO,ERA," 41,564 ",," 41,564 ",," 1,349 ", 109 ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 3,958 ", 52 ," 3,906 ",," 46,928 ",," 45,522 ", 52 ," 45,471 "," 1,349 ", 109 
18500,Woollahra,A,SSROC,SMA," 12,684 ", -   ," 12,684 ",, 403 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 1,626 ", 326 ," 1,300 ",," 14,387 ",," 14,310 ", 326 ," 13,984 ", 403 , -   
18710,Yass Valley,A,CRJO,Rest of NSW," 1,745 ",," 1,745 ",, 37 , -   ,, -   , -   ,," 5,272 ", 325 ," 4,947 ",, -   , -   ,, -   , -   , -   ,," 6,729 ",," 7,017 ", 325 ," 6,692 ", 37 , -   
