10600,Bellingen,A,MidWaste,RRA," 1,388 ", 748 , 640 ,," 1,506 ", -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 111 , -   , 111 ,," 2,257 ",," 1,499 ", 748 , 751 ," 1,506 ", -   
10650,Berrigan,A,RAMJO Murray,Rest of NSW, 739 , -   , 739 ,, -   , -   ,, -   , -   ,," 1,723 ", 786 , 937 ,, -   , -   ,, -   , -   , -   ,," 1,676 ",," 2,462 ", 786 ," 1,676 ", -   , -   
10750,Blacktown,C,WSROC,SMA," 105,001 "," 28,898 "," 76,103 ",, 34 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 12,495 ", -   ," 12,495 ",," 88,632 ",," 117,496 "," 28,898 "," 88,598 ", 34 , -   
10800,Bland,A,REROC,Rest of NSW, 617 , -   , 617 ,, 868 , 186 ,, -   , -   ,, 144 , 1 , 143 ,, -   , -   ,, -   , -   , -   ,," 1,814 ",, 761 , 1 , 760 , 868 , 186 
10850,Blayney,A,NetWaste,Rest of NSW," 1,839 ", -   ," 1,839 ",, 40 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 92 , -   , 92 ,," 1,971 ",," 1,931 ", -   ," 1,931 ", 40 , -   
10900,Blue Mountains,C,WSROC,RRA," 16,598 ", -   ," 16,598 ",, -   , -   ,, -   , -   ,," 2,163 ", 109 ," 2,054 ",, -   , -   ,," 1,562 ", 543 ," 1,019 ",," 19,670 ",," 20,322 ", 652 ," 19,670 ", -   , -   
10950,Bogan,A,NetWaste,Rest of NSW, 948 , -   , 948 ,, -   , -   ,, -   , -   ,," 1,130 ", 530 , 600 ,, -   , -   ,, -   , -   , -   ,," 1,548 ",," 2,078 ", 530 ," 1,548 ", -   , -   
11150,Bourke,A,NetWaste,Rest of NSW, 550 , -   , 550 ,, -   , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,, 550 ,, 550 , -   , 550 , -   , -   
11200,Brewarrina,A,NetWaste,Rest of NSW, 500 , -   , 500 ,, 241 , -   ,, -   , -   ,, 731 , 1 , 730 ,, -   , -   ,, -   , -   , -   ,," 1,471 ",," 1,231 ", 1 ," 1,230 ", 241 , -   
11250,Broken Hill,C,NetWaste,Rest of NSW," 10,000 ", -   ," 10,000 ",, 5 , 2 ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,," 10,006 ",," 10,000 ", -   ," 10,000 ", 5 , 2 
11300,Burwood,A,SSROC,SMA," 7,711 ", -   ," 7,711 ",, 25 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 904 , -   , 904 ,," 8,641 ",," 8,615 ", -   ," 8,615 ", 25 , -   
11350,Byron,A,NEWF,RRA," 5,416 ", -   ," 5,416 ",," 1,415 ", -   ,, -   , -   ,," 4,524 ", -   ," 4,524 ",, -   , -   ,, -   , -   , -   ,," 11,355 ",," 9,940 ", -   ," 9,940 "," 1,415 ", -   
11400,Cabonne,A,NetWaste,Rest of NSW," 1,917 ", -   ," 1,917 ",," 10,114 ", 764 ,, 4 , -   ,," 1,033 ", 9 ," 1,024 ",, -   , -   ,, 40 , -   , 40 ,," 13,864 ",," 2,990 ", 9 ," 2,982 "," 10,118 ", 764 
11450,Camden,A,MACROC,SMA," 20,085 "," 5,710 "," 14,376 ",, 355 , 46 ,, -   , -   ,, -   , -   , -   ,, -   , 245 ,," 3,038 ", -   ," 3,038 ",," 18,059 ",," 23,123 "," 5,710 "," 17,413 ", 355 , 291 
11500,Campbelltown,C,MACROC,SMA," 34,100 ", 292 ," 33,808 ",," 1,572 "," 1,361 ",, 0 , -   ,, 1 , 1 , -   ,, -   , -   ,," 7,067 ", -   ," 7,067 ",," 43,808 ",," 41,168 ", 293 ," 40,875 "," 1,572 "," 1,361 "
11520,Canada Bay,A,SSROC,SMA," 18,151 ", -   ," 18,151 ",, -   , -   ,, 0 , -   ,, 3 , 3 , -   ,, -   , -   ,," 2,370 ", 356 ," 2,015 ",," 20,166 ",," 20,524 ", 359 ," 20,166 ", 0 , -   
11570,Canterbury-Bankstown,A,SSROC,SMA," 80,823 ", -   ," 80,823 ",," 2,563 ", 395 ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 10,471 "," 3,168 "," 7,303 ",," 91,084 ",," 91,294 "," 3,168 "," 88,126 "," 2,563 ", 395 
11600,Carrathool,A,RAMJO Riverina,Rest of NSW, 748 , -   , 748 ,, -   , -   ,, -   , 45 ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,, 793 ,, 748 , -   , 748 , -   , 45 
11650,Central Coast,C,Hunter,ERA," 75,112 ", -   ," 75,112 ",, 141 , 19 ,, 20 , -   ,," 39,255 ", 830 ," 38,425 ",, -   , -   ,," 21,189 ", 758 ," 20,431 ",," 134,148 ",," 135,556 "," 1,588 "," 133,968 ", 161 , 19 
11700,Central Darling,A,NetWaste,Rest of NSW, 550 , -   , 550 ,, 158 , 35 ,, 85 , -   ,, 245 , -   , 245 ,, -   , -   ,, 12 , 12 , -   ,," 1,073 ",, 807 , 12 , 795 , 243 , 35 
11720,Cessnock,C,Hunter,ERA," 14,654 ", -   ," 14,654 ",, -   , -   ,, -   , -   ,, 57 , 57 , -   ,, -   , -   ,, -   , -   , -   ,," 14,654 ",," 14,710 ", 57 ," 14,654 ", -   , -   
11730,Clarence Valley,A,NEWF,RRA," 7,607 ", -   ," 7,607 ",, 367 , 730 ,, -   , -   ,," 4,563 ", 18 ," 4,545 ",, -   , -   ,, 848 , -   , 848 ,," 14,097 ",," 13,018 ", 18 ," 13,000 ", 367 , 730 
11750,Cobar,A,NetWaste,Rest of NSW, 842 , -   , 842 ,, 12 , -   ,, -   , -   ,," 2,516 ", -   ," 2,516 ",, -   , -   ,, -   , -   , -   ,," 3,369 ",," 3,358 ", -   ," 3,358 ", 12 , -   
11800,Coffs Harbour,C,MidWaste,RRA," 12,962 ", 433 ," 12,529 ",, -   , -   ,, -   , -   ,, 191 , 191 , -   ,, -   , -   ,, 966 , 57 , 909 ,," 13,438 ",," 14,119 ", 681 ," 13,438 ", -   , -   
12000,Coolamon,A,REROC,Rest of NSW, 980 , -   , 980 ,, 555 , -   ,, -   , 6 ,, -   , -   , -   ,, -   , -   ,, 3 , -   , 3 ,," 1,543 ",, 983 , -   , 983 , 555 , 6 
12150,Coonamble,A,NetWaste,Rest of NSW," 2,330 ", -   ," 2,330 ",, 979 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,," 3,309 ",," 2,330 ", -   ," 2,330 ", 979 , -   
12350,Cowra,A,NetWaste,Rest of NSW," 2,959 ", -   ," 2,959 ",, 57 , -   ,, -   , -   ,, 27 , -   , 27 ,, -   , -   ,, -   , -   , -   ,," 3,043 ",," 2,986 ", -   ," 2,986 ", 57 , -   
12380,Cumberland,A,WSROC,SMA," 69,669 "," 18,224 "," 51,445 ",, -   , -   ,, -   , 646 ,, -   , -   , -   ,, -   , 31 ,," 4,952 "," 2,971 "," 1,981 ",," 54,102 ",," 74,621 "," 21,195 "," 53,426 ", -   , 676 
12700,Dungog,A,Hunter,RRA," 2,422 ", -   ," 2,422 ",, 452 , 6 ,, -   , -   ,, 844 , 7 , 837 ,, -   , -   ,, 243 , -   , 243 ,," 3,960 ",," 3,509 ", 7 ," 3,502 ", 452 , 6 
12730,Edward River,A,RAMJO Murray,Rest of NSW," 2,720 ", -   ," 2,720 ",," 1,899 ", -   ,, 29 , -   ,, 741 , -   , 741 ,, 30 , -   ,, -   , -   , -   ,," 5,418 ",," 3,461 ", -   ," 3,461 "," 1,958 ", -   
12750,Eurobodalla,A,CRJO,Rest of NSW," 6,608 ", -   ," 6,608 ",, 43 , -   ,, -   , 418 ,," 2,879 ", 78 ," 2,801 ",, -   , -   ,, 546 , -   , 546 ,," 10,416 ",," 10,033 ", 78 ," 9,955 ", 43 , 418 
12850,Fairfield,C,WSROC,SMA," 68,088 ", -   ," 68,088 ",, 32 , -   ,, 1 , -   ,, 66 , -   , 66 ,, -   , -   ,," 10,340 ", 1 ," 10,339 ",," 78,526 ",," 78,494 ", 1 ," 78,493 ", 33 , -   
12870,Federation,A,RAMJO Murray,Rest of NSW," 2,570 ", -   ," 2,570 ",," 2,025 ", 35 ,, -   , 3 ,, 753 , -   , 753 ,, -   , -   ,, -   , -   , -   ,," 5,386 ",," 3,323 ", -   ," 3,323 "," 2,025 ", 38 
12900,Forbes,A,NetWaste,Rest of NSW," 1,284 ", -   ," 1,284 ",, 13 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 40 , 10 , 30 ,," 1,327 ",," 1,324 ", 10 ," 1,314 ", 13 , -   
12930,Georges River,A,SSROC,SMA," 28,354 "," 3,017 "," 25,337 ",, 44 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 5,860 "," 1,172 "," 4,688 ",," 30,069 ",," 34,214 "," 4,189 "," 30,025 ", 44 , -   
12950,Gilgandra,A,NetWaste,Rest of NSW, 974 , -   , 974 ,," 1,308 ", -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,," 2,282 ",, 974 , -   , 974 ," 1,308 ", -   
13010,Glen Innes Severn,A,NIRW,Rest of NSW," 1,535 ", -   ," 1,535 ",, 23 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,," 1,558 ",," 1,535 ", -   ," 1,535 ", 23 , -   
13310,Goulburn Mulwaree,A,CRJO,Rest of NSW," 4,382 ", -   ," 4,382 ",, 43 , -   ,, -   , 151 ,," 7,044 ", 98 ," 6,946 ",, -   , -   ,, 336 , 6 , 330 ,," 11,852 ",," 11,762 ", 104 ," 11,658 ", 43 , 151 
13340,Greater Hume Shire,A,RAMJO Murray,Rest of NSW," 2,190 ", -   ," 2,190 ",, 31 ," 1,128 ",, -   , -   ,, -   , -   , -   ,, 1 ," 2,860 ",, -   , -   , -   ,," 6,210 ",," 2,190 ", -   ," 2,190 ", 33 ," 3,988 "
13450,Griffith,C,RAMJO Riverina,Rest of NSW," 8,271 ", -   ," 8,271 ",, 266 , 87 ,, -   , 10 ,, 553 , 14 , 539 ,, 186 , -   ,, -   , -   , -   ,," 9,358 ",," 8,824 ", 14 ," 8,810 ", 452 , 97 
13510,Gundagai - Cootamundra,A,REROC,Rest of NSW," 1,687 ", -   ," 1,687 ",, 58 , 1 ,, 770 , -   ,," 1,045 "," 1,045 ", -   ,, -   , -   ,, -   , -   , -   ,," 2,516 ",," 2,732 "," 1,045 "," 1,687 ", 828 , 1 
13550,Gunnedah,A,NIRW,Rest of NSW," 2,351 ", -   ," 2,351 ",, 523 , 90 ,, -   , -   ,," 1,670 ", 20 ," 1,650 ",, -   , -   ,, -   , -   , -   ,," 4,614 ",," 4,021 ", 20 ," 4,001 ", 523 , 90 
13660,Gwydir,A,NIRW,Rest of NSW, 439 , -   , 439 ,, -   , -   ,, -   , -   ,," 1,622 ", 274 ," 1,348 ",, 2 , -   ,, -   , -   , -   ,," 1,789 ",," 2,061 ", 274 ," 1,787 ", 2 , -   
13800,Hawkesbury,C,WSROC,ERA," 18,432 ", -   ," 18,432 ",, 303 , -   ,, -   , -   ,," 1,263 ", 1 ," 1,262 ",, -   , -   ,," 1,470 ", -   ," 1,470 ",," 21,467 ",," 21,165 ", 1 ," 21,164 ", 303 , -   
13850,Hay,A,RAMJO Riverina,Rest of NSW, 775 , -   , 775 ,, 791 , -   ,, 8 , -   ,, 23 , 5 , 18 ,, -   , -   ,, 1 , -   , 1 ,," 1,593 ",, 799 , 5 , 794 , 799 , -   
13910,Hilltops,A,CRJO,Rest of NSW," 2,635 ", -   ," 2,635 ",, 37 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,," 2,672 ",," 2,635 ", -   ," 2,635 ", 37 , -   
14000,Hornsby,A,NSROC,SMA," 31,580 ", -   ," 31,580 ",, 619 , 46 ,, -   , -   ,, 155 , 155 , -   ,, 36 , -   ,," 5,660 ", -   ," 5,660 ",," 37,942 ",," 37,395 ", 155 ," 37,240 ", 656 , 46 
14100,Hunters Hill,A,NSROC,SMA," 2,785 ", 510 ," 2,275 ",, 282 , -   ,, -   , 24 ,, -   , -   , -   ,, -   , -   ,, 233 , 233 , -   ,," 2,581 ",," 3,018 ", 743 ," 2,275 ", 282 , 24 
14170,Inner West,A,SSROC,SMA," 36,107 "," 5,174 "," 30,933 ",, 29 , -   ,, -   , -   ,, 575 , 115 , 460 ,, -   , -   ,," 3,998 ", 604 ," 3,394 ",," 34,815 ",," 40,680 "," 5,893 "," 34,787 ", 29 , -   
14200,Inverell,A,NIRW,Rest of NSW," 4,321 ", -   ," 4,321 ",, 224 , 34 ,, 12 , -   ,," 1,582 ", -   ," 1,582 ",, -   , -   ,, -   , -   , -   ,," 6,173 ",," 5,903 ", -   ," 5,903 ", 236 , 34 
14300,Junee,A,REROC,Rest of NSW, 992 , -   , 992 ,, 109 , -   ,, -   , -   ,, 428 , 3 , 425 ,, -   , -   ,, -   , -   , -   ,," 1,526 ",," 1,420 ", 3 ," 1,418 ", 109 , -   
14350,Kempsey,A,MidWaste,RRA," 4,591 ", -   ," 4,591 ",, 450 , -   ,, 5 , -   ,," 2,011 ", -   ," 2,011 ",, -   , 606 ,, -   , -   , -   ,," 7,663 ",," 6,602 ", -   ," 6,602 ", 455 , 606 
14400,Kiama,A,ISJO,ERA," 2,701 ", -   ," 2,701 ",, 16 , -   ,, -   , -   ,, 271 , 271 , -   ,, -   , -   ,, 456 , 142 , 314 ,," 3,030 ",," 3,428 ", 413 ," 3,015 ", 16 , -   
14500,Ku-ring-gai,A,NSROC,SMA," 21,940 "," 1,900 "," 20,040 ",, 19 , 169 ,, -   , -   ,, 0 , 0 , -   ,, 200 , -   ,," 3,313 ", 0 ," 3,313 ",," 23,741 ",," 25,253 "," 1,900 "," 23,353 ", 219 , 169 
14550,Kyogle,A,NEWF,RRA, 931 , -   , 931 ,, 848 , 407 ,, -   , -   ,," 1,049 ", 12 ," 1,037 ",, -   , -   ,, -   , -   , -   ,," 3,223 ",," 1,980 ", 12 ," 1,968 ", 848 , 407 
14600,Lachlan,A,NetWaste,Rest of NSW," 1,395 ", -   ," 1,395 ",, 283 , 300 ,, 102 , -   ,," 3,503 ", 3 ," 3,500 ",, 4 , -   ,, -   , -   , -   ,," 5,584 ",," 4,898 ", 3 ," 4,895 ", 389 , 300 
14650,Lake Macquarie,C,Hunter,ERA," 33,294 ", -   ," 33,294 ",, 22 , -   ,, -   , -   ,," 3,565 ", 39 ," 3,526 ",, -   , -   ,," 9,955 "," 1,821 "," 8,134 ",," 44,976 ",," 46,814 "," 1,860 "," 44,954 ", 22 , -   
14700,Lane Cove,A,NSROC,SMA," 5,843 ", 766 ," 5,077 ",, 76 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 1,019 ", 918 , 101 ,," 5,254 ",," 6,862 "," 1,684 "," 5,178 ", 76 , -   
14750,Leeton,A,RAMJO Riverina,Rest of NSW," 2,588 ", -   ," 2,588 ",, 207 , -   ,, -   , 204 ,," 2,358 ", 180 ," 2,178 ",, -   , 10 ,, -   , -   , -   ,," 5,188 ",," 4,947 ", 180 ," 4,767 ", 207 , 214 
14850,Lismore,C,NEWF,RRA," 5,707 ", -   ," 5,707 ",," 1,049 ", 515 ,, -   , -   ,," 10,941 "," 6,186 "," 4,755 ",, -   , -   ,, -   , -   , -   ,," 12,026 ",," 16,648 "," 6,186 "," 10,462 "," 1,049 ", 515 
14870,Lithgow,C,NetWaste,Rest of NSW," 5,546 ", -   ," 5,546 ",, 150 , -   ,, -   , -   ,," 1,537 ", 29 ," 1,508 ",, -   , 65 ,, 56 , -   , 56 ,," 7,325 ",," 7,139 ", 29 ," 7,110 ", 150 , 65 
14900,Liverpool,C,WSROC,SMA," 47,904 "," 8,531 "," 39,373 ",, 6 , -   ,, -   , -   ,, 414 , 414 , -   ,, -   , -   ,," 4,383 ", -   ," 4,383 ",," 43,763 ",," 52,701 "," 8,945 "," 43,756 ", 6 , -   
14920,Liverpool Plains,A,NIRW,Rest of NSW," 1,131 ", -   ," 1,131 ",, 170 , 23 ,, -   , -   ,," 4,775 ", 531 ," 4,244 ",, -   , -   ,, 150 , -   , 150 ,," 5,718 ",," 6,056 ", 531 ," 5,525 ", 170 , 23 
14950,Lockhart,A,REROC,Rest of NSW, 700 , -   , 700 ,," 2,781 ", -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 54 , -   , 54 ,," 3,535 ",, 754 , -   , 754 ," 2,781 ", -   
15050,Maitland,C,Hunter,ERA," 21,909 ", -   ," 21,909 ",, 197 , -   ,, -   , -   ,," 4,949 "," 4,949 ", -   ,, -   , -   ,, -   , -   , -   ,," 22,106 ",," 26,858 "," 4,949 "," 21,909 ", 197 , -   
15240,Mid-Coast,A,MidWaste,RRA," 19,994 ", -   ," 19,994 ",, 29 , 10 ,, -   , -   ,," 12,040 "," 6,361 "," 5,679 ",, -   , -   ,," 1,250 ", -   ," 1,250 ",," 26,962 ",," 33,284 "," 6,361 "," 26,923 ", 29 , 10 
15270,Mid-Western Regional,A,NetWaste,Rest of NSW," 3,723 ", -   ," 3,723 ",, 90 , -   ,, -   , -   ,," 6,538 ", -   ," 6,538 ",, 5 , -   ,, -   , -   , -   ,," 10,356 ",," 10,260 ", -   ," 10,260 ", 95 , -   
15300,Moree Plains,A,NIRW,Rest of NSW," 2,228 ", -   ," 2,228 ",, 62 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 56 , 0 , 56 ,," 2,346 ",," 2,284 ", 0 ," 2,284 ", 62 , -   
15350,Mosman,A,NSROC,SMA," 6,033 ", -   ," 6,033 ",, 18 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 663 , 163 , 500 ,," 6,551 ",," 6,696 ", 163 ," 6,533 ", 18 , -   
15520,Murray River,A,RAMJO Murray,Rest of NSW," 3,126 ", -   ," 3,126 ",, 79 , 75 ,, 112 , 7 ,," 4,504 ", 693 ," 3,811 ",, -   , -   ,, -   , -   , -   ,," 7,210 ",," 7,630 ", 693 ," 6,937 ", 191 , 82 
15560,Murrumbidgee,A,RAMJO Riverina,Rest of NSW, 800 , -   , 800 ,, 82 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,, 882 ,, 800 , -   , 800 , 82 , -   
15650,Muswellbrook,A,Hunter,RRA," 3,270 ", -   ," 3,270 ",, 157 , 3 ,, -   , -   ,, 967 , 27 , 940 ,, -   , 106 ,, 385 , -   , 385 ,," 4,861 ",," 4,622 ", 27 ," 4,595 ", 157 , 109 
15700,Nambucca,A,MidWaste,RRA," 2,993 ", 105 ," 2,888 ",, 60 , -   ,, -   , -   ,, 59 , 59 , -   ,, -   , -   ,, 499 , 449 , 50 ,," 2,998 ",," 3,551 ", 613 ," 2,938 ", 60 , -   
15750,Narrabri,A,NIRW,Rest of NSW," 1,488 ", -   ," 1,488 ",, 17 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 75 , 15 , 60 ,," 1,565 ",," 1,563 ", 15 ," 1,548 ", 17 , -   
15800,Narrandera,A,RAMJO Riverina,Rest of NSW," 1,200 ", -   ," 1,200 ",," 1,137 ", 134 ,, -   , 149 ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,," 2,620 ",," 1,200 ", -   ," 1,200 "," 1,137 ", 283 
15850,Narromine,A,NetWaste,Rest of NSW, 981 , -   , 981 ,, 361 , -   ,, -   , -   ,, -   , -   , -   ,, 14 , 59 ,, -   , -   , -   ,," 1,416 ",, 981 , -   , 981 , 375 , 59 
15900,Newcastle,C,Hunter,ERA," 35,150 ", -   ," 35,150 ",," 3,458 ", 500 ,, -   , -   ,," 9,434 ", 863 ," 8,571 ",, -   , -   ,," 2,531 ", -   ," 2,531 ",," 50,210 ",," 47,115 ", 863 ," 46,252 "," 3,458 ", 500 
15950,North Sydney,A,NSROC,SMA," 12,943 ", 8 ," 12,935 ",, -   , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 1,992 ", -   ," 1,992 ",," 14,927 ",," 14,935 ", 8 ," 14,927 ", -   , -   
15990,Northern Beaches,A,,SMA," 47,544 ", -   ," 47,544 ",, 18 , 10 ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 10,512 ", 50 ," 10,462 ",," 58,034 ",," 58,056 ", 50 ," 58,006 ", 18 , 10 
16100,Oberon,A,NetWaste,Rest of NSW," 1,138 ", -   ," 1,138 ",, 54 , -   ,, -   , -   ,," 1,780 ", -   ," 1,780 ",, -   , -   ,, 48 , 5 , 43 ,," 3,015 ",," 2,966 ", 5 ," 2,961 ", 54 , -   
16150,Orange,C,NetWaste,Rest of NSW," 9,256 ", -   ," 9,256 ",, 855 , -   ,, 31 , -   ,," 1,782 ", 98 ," 1,684 ",, -   , -   ,, 0 , -   , 0 ,," 11,826 ",," 11,038 ", 98 ," 10,940 ", 886 , -   
16200,Parkes,A,NetWaste,Rest of NSW," 2,158 ", -   ," 2,158 ",," 1,329 "," 1,450 ",, -   , 5 ,," 7,012 ", 50 ," 6,962 ",," 1,080 ", 210 ,, 90 , 60 , 30 ,," 13,224 ",," 9,260 ", 110 ," 9,150 "," 2,409 "," 1,665 "
16260,Parramatta,C,WSROC,SMA," 45,645 "," 17,905 "," 27,740 ",," 1,421 "," 1,274 ",, -   , -   ,, -   , -   , -   ,, -   , -   ,," 3,415 ", 62 ," 3,353 ",," 33,788 ",," 49,060 "," 17,967 "," 31,093 "," 1,421 "," 1,274 "
16350,Penrith,C,WSROC,SMA," 33,128 "," 3,399 "," 29,729 ",, 145 , -   ,, 0 , -   ,, -   , -   , -   ,, -   , -   ,," 5,958 ", -   ," 5,958 ",," 35,832 ",," 39,086 "," 3,399 "," 35,687 ", 145 , -   
16380,Port Macquarie-Hastings,A,MidWaste,RRA," 10,578 ", -   ," 10,578 ",, 435 , 112 ,, -   , -   ,," 9,217 ", 0 ," 9,217 ",, -   , -   ,, 100 , -   , 100 ,," 20,442 ",," 19,895 ", 0 ," 19,895 ", 435 , 112 
16400,Port Stephens,A,Hunter,ERA," 25,695 "," 8,893 "," 16,802 ",," 1,012 ", 136 ,, -   , -   ,," 6,053 ", 366 ," 5,686 ",, -   , -   ,," 1,984 ", 1 ," 1,983 ",," 25,618 ",," 33,731 "," 9,260 "," 24,471 "," 1,012 ", 136 
16490,Queanbeyan-Palerang Regional,A,CRJO,Rest of NSW," 9,900 ", -   ," 9,900 ",, 51 , -   ,, -   , -   ,," 4,551 ", 61 ," 4,490 ",, -   , -   ,, 356 , 1 , 355 ,," 14,796 ",," 14,806 ", 61 ," 14,745 ", 51 , -   
16550,Randwick,C,SSROC,SMA," 24,720 "," 8,929 "," 15,791 ",, 638 , 134 ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 3,251 "," 3,113 ", 138 ,," 16,701 ",," 27,971 "," 12,042 "," 15,929 ", 638 , 134 
16610,Richmond Valley,A,NEWF,RRA," 3,040 ", -   ," 3,040 ",, 382 , 141 ,, -   , -   ,," 1,340 ", -   ," 1,340 ",, -   , -   ,, -   , -   , -   ,," 4,903 ",," 4,380 ", -   ," 4,380 ", 382 , 141 
16700,Ryde,C,NSROC,SMA," 25,411 "," 1,888 "," 23,523 ",, 730 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 4,176 "," 2,422 "," 1,754 ",," 26,007 ",," 29,587 "," 4,310 "," 25,277 ", 730 , -   
16900,Shellharbour,C,ISJO,ERA," 12,504 ", -   ," 12,504 ",, 63 , -   ,, -   , -   ,," 6,758 "," 2,593 "," 4,165 ",, -   , -   ,, 129 , 64 , 64 ,," 16,796 ",," 19,390 "," 2,657 "," 16,733 ", 63 , -   
16950,Shoalhaven,C,ISJO,ERA," 26,824 ", -   ," 26,824 ",, 61 , -   ,, -   , -   ,," 2,680 ", 890 ," 1,789 ",, -   , -   ,," 6,912 ", 225 ," 6,688 ",," 35,362 ",," 36,416 "," 1,115 "," 35,301 ", 61 , -   
17000,Singleton,A,Hunter,RRA," 5,418 ", -   ," 5,418 ",, 80 , -   ,, -   , -   ,," 1,206 ", 38 ," 1,168 ",, -   , -   ,, 454 , -   , 454 ,," 7,119 ",," 7,078 ", 38 ," 7,039 ", 80 , -   
17040,Snowy Monaro Regional,A,CRJO,Rest of NSW," 3,424 ", -   ," 3,424 ",, 183 , -   ,, -   , -   ,," 5,054 ", 45 ," 5,009 ",, -   , -   ,, -   , -   , -   ,," 8,617 ",," 8,479 ", 45 ," 8,434 ", 183 , -   
17080,Snowy Valleys,A,REROC,Rest of NSW," 4,231 ", -   ," 4,231 ",," 2,197 ", -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,," 6,427 ",," 4,231 ", -   ," 4,231 "," 2,197 ", -   
17100,Strathfield,A,,SMA," 9,631 ", -   ," 9,631 ",, 822 , 34 ,, -   , -   ,, -   , -   , -   ,, 136 , -   ,," 1,096 ", 932 , 164 ,," 10,787 ",," 10,728 ", 932 ," 9,795 ", 958 , 34 
