17150,Sutherland Shire,A,SSROC,SMA," 39,476 ", -   ," 39,476 ",, 560 , 96 ,, 0 , -   ,, -   , -   , -   ,, -   , -   ,," 12,164 ", 1 ," 12,163 ",," 52,295 ",," 51,639 ", 1 ," 51,639 ", 560 , 96 
17200,Sydney,C,SSROC,SMA," 44,725 "," 31,240 "," 13,485 ",, -   , -   ,, 4 , -   ,, -   , -   , -   ,, -   , 15 ,," 2,612 "," 1,251 "," 1,361 ",," 14,865 ",," 47,337 "," 32,491 "," 14,846 ", 4 , 15 
17310,Tamworth Regional,A,NIRW,Rest of NSW," 12,770 ", -   ," 12,770 ",, 6 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 383 , -   , 383 ,," 13,158 ",," 13,153 ", -   ," 13,153 ", 6 , -   
17350,Temora,A,REROC,Rest of NSW," 2,405 ", -   ," 2,405 ",," 1,121 ", 296 ,, -   , -   ,, 800 , 300 , 500 ,, 206 , -   ,, 25 , -   , 25 ,," 4,553 ",," 3,230 ", 300 ," 2,930 "," 1,327 ", 296 
17400,Tenterfield,A,NIRW,Rest of NSW," 2,076 ", -   ," 2,076 ",, 577 , 245 ,, -   , -   ,, 74 , 74 , -   ,, -   , -   ,, -   , -   , -   ,," 2,898 ",," 2,150 ", 74 ," 2,076 ", 577 , 245 
17420,The Hills Shire,A,WSROC,SMA," 36,363 ", -   ," 36,363 ",, 30 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 6,954 ", -   ," 6,954 ",," 43,347 ",," 43,317 ", -   ," 43,317 ", 30 , -   
17550,Tweed,A,NEWF,RRA," 13,428 ", -   ," 13,428 ",, 50 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 1,129 ", -   ," 1,129 ",," 14,607 ",," 14,557 ", -   ," 14,557 ", 50 , -   
17620,Upper Hunter Shire,A,Hunter,RRA," 3,417 ", -   ," 3,417 ",, 50 , 15 ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, 110 ,-1 , 111 ,," 3,592 ",," 3,527 ",-1 ," 3,527 ", 50 , 15 
17640,Upper Lachlan Shire,A,CRJO,Rest of NSW," 2,800 ", -   ," 2,800 ",, 609 , -   ,, -   , -   ,, -   , -   , -   ,, -   , 625 ,, -   , -   , -   ,," 4,034 ",," 2,800 ", -   ," 2,800 ", 609 , 625 
17650,Uralla,A,NIRW,Rest of NSW," 1,050 ", -   ," 1,050 ",, 34 , 70 ,, 1 , -   ,, 550 , -   , 550 ,, -   , -   ,, -   , -   , -   ,," 1,705 ",," 1,600 ", -   ," 1,600 ", 35 , 70 
17750,Wagga Wagga,C,REROC,Rest of NSW," 7,304 ", -   ," 7,304 ",, -   , -   ,, 1 , -   ,," 7,047 ", 370 ," 6,677 ",, -   , -   ,, 89 , -   , 89 ,," 14,071 ",," 14,440 ", 370 ," 14,070 ", 1 , -   
17850,Walcha,A,NIRW,Rest of NSW, 379 , -   , 379 ,, -   , -   ,, 1 , 400 ,, 336 , -   , 336 ,, -   , -   ,, -   , -   , -   ,," 1,116 ",, 715 , -   , 715 , 1 , 400 
17900,Walgett,A,NetWaste,Rest of NSW," 1,500 ", -   ," 1,500 ",, 140 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,, -   , -   , -   ,," 1,640 ",," 1,500 ", -   ," 1,500 ", 140 , -   
17950,Warren,A,NetWaste,Rest of NSW, 740 , -   , 740 ,, 1 , 1 ,, 11 , -   ,, 600 , -   , 600 ,, -   , -   ,, 50 , -   , 50 ,," 1,403 ",," 1,390 ", -   ," 1,390 ", 12 , 1 
18020,Warrumbungle Shire,A,NetWaste,Rest of NSW," 1,600 ", -   ," 1,600 ",, 5 , -   ,, -   , 410 ,," 1,318 ", -   ," 1,318 ",, -   , -   ,, 30 , 15 , 15 ,," 3,348 ",," 2,948 ", 15 ," 2,933 ", 5 , 410 
18050,Waverley,A,SSROC,SMA," 14,119 "," 7,060 "," 7,059 ",, -   , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 1,874 ", 64 ," 1,810 ",," 8,869 ",," 15,993 "," 7,124 "," 8,869 ", -   , -   
18100,Weddin,A,NetWaste,Rest of NSW, 595 , -   , 595 ,, 257 , 134 ,, 2 , -   ,," 2,364 ", 2 ," 2,362 ",, -   , -   ,, -   , -   , -   ,," 3,350 ",," 2,959 ", 2 ," 2,957 ", 259 , 134 
18200,Wentworth,A,RAMJO Murray,Rest of NSW," 2,200 ", -   ," 2,200 ",, 951 , -   ,, -   , -   ,, -   , -   , -   ,, 9 , 53 ,, 27 , -   , 27 ,," 3,240 ",," 2,227 ", -   ," 2,227 ", 960 , 53 
18230,Dubbo Regional,A,NetWaste,Rest of NSW," 8,809 ", -   ," 8,809 ",, 619 , 26 ,, -   , -   ,," 2,706 ", 41 ," 2,665 ",, 2 , -   ,, 701 , -   , 701 ,," 12,822 ",," 12,217 ", 41 ," 12,175 ", 621 , 26 
18250,Willoughby,C,NSROC,SMA," 13,133 "," 1,136 "," 11,997 ",, 256 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 2,195 ", -   ," 2,195 ",," 14,448 ",," 15,328 "," 1,136 "," 14,192 ", 256 , -   
18350,Wingecarribee,A,ISJO,ERA," 7,423 ", 137 ," 7,286 ",," 1,118 ", 173 ,, 19 , -   ,," 6,168 "," 3,815 "," 2,353 ",, -   , -   ,, 86 , 84 , 2 ,," 10,951 ",," 13,677 "," 4,036 "," 9,641 "," 1,137 ", 173 
18400,Wollondilly,A,MACROC,RRA," 9,945 ", -   ," 9,945 ",, 405 , -   ,, -   , -   ,," 4,984 ", 97 ," 4,887 ",, -   , -   ,," 2,209 ", -   ," 2,209 ",," 17,446 ",," 17,137 ", 97 ," 17,041 ", 405 , -   
18450,Wollongong,C,ISJO,ERA," 41,251 ", -   ," 41,251 ",, 35 , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 3,662 ", 43 ," 3,620 ",," 44,906 ",," 44,913 ", 43 ," 44,871 ", 35 , -   
18500,Woollahra,A,SSROC,SMA," 10,986 "," 5,713 "," 5,273 ",, -   , -   ,, -   , -   ,, -   , -   , -   ,, -   , -   ,," 1,545 ", 618 , 927 ,," 6,200 ",," 12,531 "," 6,330 "," 6,200 ", -   , -   
18710,Yass Valley,A,CRJO,Rest of NSW," 1,716 ", -   ," 1,716 ",, -   , -   ,, 2 , -   ,," 2,877 ", 284 ," 2,593 ",, 1 ," 5,197 ",, -   , -   , -   ,," 9,509 ",," 4,593 ", 284 ," 4,309 ", 3 ," 5,197 "
